hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
R4SFdvTk,The Voodooist's Wrathful Return,Reading,,49,2025-06-06," The Voodooist's Wrathful Return,회귀했는데 FFF급 부두술사,I Returned as an FFF-Class Witch Doctor,Hoegwihaessneunde FFF Geup Budusulsa,Regrese como un chaman de clase FFF,回帰したのにFFF級ブードゥー術師,Brujo FFF,He regresado como médico brujo,Regresé como un médico brujo de clase FFF,重生后成为FFF级巫医,회귀했는데 FFF급 부두술사",https://myanimelist.net/manga/157812,https://anilist.co/manga/164838,https://www.mangaupdates.com/series/4nv68x4
6RhVx4Oa,Just Read Me Already!,Reading,,51,2025-02-27,"I Became a Legendary Arch Mage by Reading a Book,I Become a Legendary Arch Mage by Reading a Book,Please Read It,Please Read Me,ไหว้ละพี่ อ่านผมทีเถอะ,読んでください、お願いです!,読んでください、お願いです！,ไหว้ละพี่ อ่านผมทีเถอะ,読んでください、お願いです!,読んでください、お願いです！,제발 좀 읽어달라고,Reincarnated as a Legendary Grimoire,I Became a Legendary Archmage by Reading a Book,Por Favor Me Leia,Me Tornei uma Arquimaga Lendária ao Ler um Livro,読んでください、お願いです!,読んでください、お願いです！",https://myanimelist.net/manga/174224,https://anilist.co/manga/184588,https://www.mangaupdates.com/series/fl7gajo
PKUYjwxw,Your Talent is Mine,Reading,,47,2025-07-06,"Wo Neng Fu Zhi Tian Fu,I Can Copy Talents,I Copy Talents,我能复制天赋,Talent Copycat,Tu talento es mio,Ability Copy,Le collectionneur de talents,Seu Talento é Meu!,Thiên Tài Sao Chép,Wo Neng Fuzhi Tianfu,موهبتك ملك لي,ناسخ المواهب,アビリティ・コピー,능력먹는 플레이어,Your Talent Is Mine,Wo Neng Fuzhi Tianfu,موهبتك ملك لي,ناسخ المواهب,Ability Copy,Thiên Tài Sao Chép,アビリティ・コピー,Your Talent Is Mine",,https://anilist.co/manga/138366,https://www.mangaupdates.com/series/184589
YUCxlaFU,Disciple of the Holy Sword,Reading,,103,2025-06-06,"Leveling Up with the Sword,검빨로 레벨업,Overpowered Sword,Поднятие уровня с мечом,Discípulo da Espada Sagrada,Espada OP,L'Élu de l'épée sacrée,Leveling up With the Sword,剣任せでレベルアップ,勇士的聖劍升級路,被圣剑选择的少年,Geomppallo Level Up",https://myanimelist.net/manga/148456,https://anilist.co/manga/150508,https://www.mangaupdates.com/series/bzzcg1z
9x356AyF,The Legendary Spearman Returns,Reading,,131,2025-07-06,"역대급 창기사의 회귀,Возмездие величайшего копейщика,Sự Trở Lại Của Hiệp Sĩ Giáo,史詩級槍騎士再臨,El Regreso del Inigualable Caballero de la Lanza,Le retour du lancier légendaire,Retorno do lendário cavaleiro da lança,El retorno del legendario caballero de la lanza,Возвращение величайшего лансера всех времен,การกลับมาของอัศวินผู้ใช้หอกแห่งยุค,歴代級槍騎士の回帰,史诗级枪骑士再临,英雄槍騎士的復仇,Kembalinya Kesatria Tombak Legendaris,Yeokdaegeup Changgisaui Hoegwi,Return of the Unrivaled Spear Knight,Return of the Legendary Spear Knight,Return of the Greatest Lancer",https://myanimelist.net/manga/149163,https://anilist.co/manga/141479,https://www.mangaupdates.com/series/189528
2JgZQTd2,Log-in Murim,Reading,,226,2025-47-08,"ログイン武林,로그인 무림,登录武林系统,Логин Мурим,Logeuin Murim,Connexion au Murim,Login Murim,Murim Login,Log-In Murim,Inicio de sesión en el murim,로그인무림",https://myanimelist.net/manga/147389,https://anilist.co/manga/120385,https://www.mangaupdates.com/series/166824
QZF_78Xz,The Lazy Lord Masters the Sword,Reading,,138,2025-07-06,"나태 공자, 노력 천재 되다,Reformation of the Deadbeat Noble,The Lazy Prince Becomes a Genius,От нерадивого аристократа до усердного гения,怠惰公子、努力の天才になる,懶惰公子成長記,나태 공자, 노력 천재 되다,A Superação do Nobre Vagabundo,Natae Gongja, Nolyeog Cheonjae Doeda,怠惰公子、努力の天才になる,Der faule Lord meistert die Schwertkunst,ชีวิตพลิกผันของลอร์ดผู้เกียจคร้าน",https://myanimelist.net/manga/146827,https://anilist.co/manga/135325,https://www.mangaupdates.com/series/182180
gUH73lhO,Shadow of the Supreme,Reading,,37,2025-08-06,"천하제일인의 소꿉친구,The best childhood friend in the world,Childhood Friend of the Zenith,Друг детства сильнейшего воина,Лучший друг детства на свете,Друг дитинства найсильнішого воїна,Найкращий друг дитинства у світі,Przyjaciel z dzieciństwa najsilniejszego wojownika,Najlepszy przyjaciel z dzieciństwa na świecie,صديق الطفولة لأقوى محارب,أفضل صديق طفولة في العالم,天下一品の幼なじみ,Cheonhajeirin-ui Sokkupchingu,Les amis d'enfance inegalés,Amigo de infância do Zênite,Amigo de la infancia del cenit,Amigo De La Infancia Zenith,Shadow of the Supreme ,Amigo de la infancia de Zenith,Amigo de la Infancia del Zenit,Amigo de la infancia del cenit,天下第一人の幼馴染",https://myanimelist.net/manga/172844,https://anilist.co/manga/180890,https://www.mangaupdates.com/series/xirzt93
1bYfB2or,I Shall Master This Family,Reading,,97,2025-08-06,"เกิดใหม่ชาตินี้ฉันจะเป็นเจ้าตระกูล,Nesta vida, serei a matriarca,Ibeon Saengeun Gajuga Doegetseumnida,Ibeonsaeng-eun Gajuga Doegessseubnida,В этой жизни я - глава семьи,На сей раз я - хозяйка этой жизни,Я стану хозяйкой этой жизни,이번 생은 가주가 되겠습니다,今世は当主になります,今生我会成为家主,I'll Be the Matriarch in This Life,Lần này, tôi sẽ trở thành Matriarch,Nesta vida, eu serei a matriarca,En cette vie, je deviendrai la cheffe de famille,这一世我来当家主,今生我來當家主,Цього разу я господарка свого життя,Цього разу я володарка свого життя,У цьому житті я очолю родину,Serei a matriarca nessa vida,Lần này, tôi sẽ trở thành gia chủ,Энэ удаагийн амьдралаа би захирна,Энэ удаагийн амьдралаа би захирах болно,Lần này, tôi sẽ trở thành mẫu hệ,Seré la matriarca en esta vida,En esta vida seré la soberana,Konyo Ha Toshu Ni Narimasu,Bu Hayatımda Aile Reisi Olacağım,In diesem Leben werde ich Hausherrin!,La nouvelle cheffe de clan,Sere la Matriarca en esta Vida,Serei a Matriarca Nessa Vida,Yo seré la nueva jefa del clan,La nouvelle cheffe de clan (piccoma),Cette fois-ci, je serais la Matriarche,In This Life, I Will Be the Lord,In This Life, I'll Become the Head of the Family,La nouvelle cheffe de clan,In diesem Leben werde ich Hausherrin!,Sere la Matriarca en esta Vida,Serei a Matriarca Nessa Vida",https://myanimelist.net/manga/147692,https://anilist.co/manga/130429,https://www.mangaupdates.com/series/178430
qIGvZW6V,Isekai Shachuuhaku Monogatari - Outrunner PHEV,Reading,,8,2025-08-06,"異世界車中泊物語　アウトランナーＰＨＥＶ,Otherworldly Overnight in the Car: Outrunner PHEV,Isekai Shachuuhaku Outrunner PHEV,Otherworldly Overnight in the Car [OUTRUNNER],異世界車中泊アウトランナーPHEV,Isekai Shachuuhaku - Outrunner PHEV,Isekai Shachuuhaku Monogatari: Outrunner PHEV,Sleeping Overnight in my Car in Isekai",https://myanimelist.net/manga/171149,https://anilist.co/manga/148674,https://www.mangaupdates.com/series/78uto1p
ncjSJjkt,The Eunuch's Rebirth: A Journey Back to Manhood,Reading,,36,2025-26-28,"The Second Eunuch Regains His Manhood,Eunuch Regains His Manhood,The Eunuch Regains His Manhood in His Second Life,The Eunuch's Return,พอแล้วขันที อยากมีเจ้าโลก,轉世宦官重振雄風,2회차 환관이 남성을 되찾음,พอแล้วขันที อยากมีเจ้าโลก,The Eunuch Regains His Manhood in His Second Life",,https://anilist.co/manga/182403,https://www.mangaupdates.com/series/yvk4fds
Cl_iYR0w,The Villainess Lives Again,Reading,,102,2025-09-06,"Agnyeoneun Du Beon Sanda,A vilã vive duas vezes,Kötülüğün İkinci Yaşamı,Ác nữ tái sinh,Вторая жизнь злодейки,ชีวิตครั้งใหม่ ของยัยตัวร้าย,恶女的二次人生,恶女的王座,惡女的二次人生,惡女的王座,惡女的重生,惡女重生,悪女は２度生きる,La villana vive dos veces,恶女的重生,悪女は2度生きる,악녀는 두 번 산다,La vilaine vit encore une fois,L'antagoniste vit une deuxième fois,La vilaine vit deux fois,Лиходійка живе двічі,Друге життя лиходійки,ชีวิตที่สองของนางร้าย,The Villainess Lives Twice,The Villainess Lives Again,La vilaine vit encore",https://myanimelist.net/manga/147205,https://anilist.co/manga/119523,https://www.mangaupdates.com/series/168007
d_tyvUDP,My Brother and His Gift,Reading,,63,2025-37-21,"형아, 나 귀엽지?,Hyeong-ah, na gwiyeobji?,Brother, Aren't I Cute?,だいしゅき、にーちゃ！,哥哥我可爱吗？,Brother, Aren't I Cute?,だいしゅき、にーちゃ！,My Brother and His Gift,Brother, Am I Cute?",https://myanimelist.net/manga/172070,https://anilist.co/manga/186688,https://www.mangaupdates.com/series/9hsooys
v92Ynyy3,A Dragonslayer's Peerless Regression,Reading,,24,2025-09-06,"Yongsaljaui keullaeseuga daleun hoegwi,Dragonslayer's Class Regression,竜殺者の「格」の違う回帰,용살자의 클래스가 다른 회귀,Dragonslayer’s Class Regression,Dragonslayer's Class Regression,A Dragonslayer's Peerless Regression",,https://anilist.co/manga/185978,https://www.mangaupdates.com/series/5bc7r73
OMeshX3X,The Academy’s Sashimi Sword Master,Reading,,19,2025-09-06,"사시미 한 자루로 아카데미를 씹어먹음,Eu Conquistei a Academia Com Uma Única Faca de Sashimi.,I Took Over the Academy With a Single Sashimi Knife,Chewed Up the Academy With a Bag of Sashimi,Chew the Academy With a Sashimi Stick,Sasimi Han Jaruro Akademireul Ssipeomeokeum,Conquering the Academy with Just a Sashimi Knife.,Conquering the Academy with Just a Sashimi Knife,Conquistando la Academia con solo un Cuchillo de Sashimi,Thống Lĩnh Học Viện Chỉ Bằng Dao Sashimi,ชำแหละอะคาเดมีด้วยมีดแล่ปลา,刺身刀英雄橫掃學院,The Academy's Sashimi Sword Master,Conquistando la Academia con solo un Cuchillo de Sashimi,Thống Lĩnh Học Viện Chỉ Bằng Dao Sashimi,ชำแหละอะคาเดมีด้วยมีดแล่ปลา,刺身刀英雄橫掃學院,The Academy's Sashimi Sword Master",https://myanimelist.net/manga/174162,https://anilist.co/manga/184502,https://www.mangaupdates.com/series/4rosend
XgX8EEhK,The World's Best Kunlun Tavern,Reading,,43,2025-56-15,"The World's Best Kunlun Inn,天下一の崑崙客桟,天下第一 崑崙客棧,天下第一崑崙客棧,천하제일 곤륜객잔,World's Best Gonryun Tavern,천하제일 곤륜객잔,The World's Best Kunlun Inn,天下一の崑崙客桟,天下第一 崑崙客棧,天下第一崑崙客棧",https://myanimelist.net/manga/180202,,https://www.mangaupdates.com/series/pz9qzic
dJH242_O,Game Master,Reading,,15,2025-10-06,"Mestre do Jogo,Mob na Ore no Gyakuten Jinsei,The Reversal of My Life as a Mob Character,The Reversal of My Life as a Side Character,Моя жизнь в толпе в обратном направлении,モブな俺の逆転人生,게임 마스터,게임마스터,Gamemaster",,https://anilist.co/manga/181511,https://www.mangaupdates.com/series/oul31qq
eAnDulRy,Surviving a Fantasy Adventure Comic,Reading,,52,2025-10-06,"소년만화에서 살아남기,Surviving in an Action Manhwa,Shounen Comics Survival,Surviving in the Shounen Manga,Surviving in the Shounen Manhwa,少年漫画で生き残る方法",,https://anilist.co/manga/148278,https://www.mangaupdates.com/series/199678
9uI00RIa,"Zensei de Tsurai Omoi o Shita no de, Kamisama ga Shazai ni Kimashita",Reading,,22,2025-11-06,"前世で辛い思いをしたので、神様が謝罪に来ました,God Came to Apologize Because I Had a Hard Time in My Past Life,I Had a Hard Time in My Previous Life, so God Came to Apologize and Make It up to Me,I Had a Hard Time in My Previous Life, so God Came to Make It Up to Me",https://myanimelist.net/manga/165108,https://anilist.co/manga/180145,https://www.mangaupdates.com/series/dj1i60c
39tceTEZ,Isekai ni Tobasareta Ossan wa Doko e Iku?,Reading,,43,2025-11-06,"Куда Пойдёт Мужик Которого Забросило в Другой Мир?,異世界に飛ばされたおっさんは何処へ行く？,Where Will the Old Man Who Was Hurled into Another World Go?,Isekai ni Tobasa Reta Ossan wa Doko e Iku?,이세계로 날아간 아재는 어디로 갈까?,Where to Go in a Whole Other World?,An Ossan in Counterwold!,An Ossan in Counterworld!",https://myanimelist.net/manga/111491,https://anilist.co/manga/101841,https://www.mangaupdates.com/series/146038
1J2d8PoX,ChronoGo,Reading,,161,2025-12-06,"Lan Ke Qi Yuan,烂柯棋缘,ChronoGo,Special Destiny Of Rotten Ke,The Board Of Lanke,Lạn Kha Kỳ Duyên,転生したので九星手として生きます,난가기연,Fate of Lanke's Chess,Lan Ke Chess Edge",,https://anilist.co/manga/145216,https://www.mangaupdates.com/series/3toiyal
s9Wzmttq,Ruri Dragon,Reading,,27,2025-12-06,"ルリドラゴン,Дракон Рури,Rồng Ruri,Ruri Dragon,Smok Ruri,Drak Ruri,Ruri Sang Naga,Ruri Si(Naga),Ruri Dragon,루리 드래곤",https://myanimelist.net/manga/148054,https://anilist.co/manga/150440,https://www.mangaupdates.com/series/rymwscf
IzIcCJB3,SSS-Rank Paladin Who Transcends Common Sense,Reading,,24,2025-12-06,"SSS级超越常理的圣骑士,SSS jí chāoyuè chánglǐ de shèng qíshì,SSS Grade Saint Knight,Paladín de Rango SSS que Transciende el Sentido Común.,SSS-Class Paladin Who Transcends Common Sense,SSS-Level Paladin Who Breaks All Logic,SSS Ji Chaoyue Changli De Sheng Qishi,Thánh Kỵ Sĩ Siêu Việt Cấp SSS,SSS Jí Chāoyuè Chánglǐ De Shèng Qíshì,型破りなSSS級聖騎士",,https://anilist.co/manga/178700,https://www.mangaupdates.com/series/82x0dpx
ck3Znsd4,The Tutorial Is Too Tough!,Reading,,163,2025-12-06,"チュートリアルが死ぬほど難しい,Невероятное обучение,튜토리얼이 너무 어렵다,Tutorial Neomu Eolyeobda,新手关卡太难了,新手教學有夠難,El tutorial es demasiado difícil,O Tutorial é Muito Difícil,Tutorial desafiante,The Tutorial Is Too Hard,El tutorial es demasiado,O Tutorial é Muito Difícil",https://myanimelist.net/manga/146856,https://anilist.co/manga/129632,https://www.mangaupdates.com/series/177212
dAuJGOqq,The Wicked Little Princess,Reading,,147,2025-52-26,"Hwangnyeonimi Saakasyeo,황녀님이 사악하셔,皇女殿下很邪恶,The Princess Is Evil,황녀 님이 사악 하셔,The Evil Princess,La princesse maléfique,A princesinha malvada,Хорон гүнж,องค์หญิงขาโหด,邪恶的皇女,皇女殿下好邪惡,皇女様が邪悪です,Nàng Công Chúa Xấu Xa,The Princess Is Evil,Emperatriz perversa,La princesa es malvada",https://myanimelist.net/manga/149277,https://anilist.co/manga/136053,https://www.mangaupdates.com/series/168025
t8cs1pIh,Second Life of a Trash Princess,Reading,,40,2025-13-06,"망나니의 누님이시다,Mangnaniui Nunimisida,Crowning a Spoiled Prince,A segunda vida da princesa lixo,เมื่อฉันเป็นพี่สาวของอันธพาล,暴れん坊のお姉様,混球的姐姐,Cuộc sống thứ hai của cô công chúa vô dụng,Em trai tôi là hoàng đế ngang ngược,Ella es la hermana de un rufián,She's The Sister of a Maniac,The Older Sister of a Maniac,Mon Frère, cet imbécile",https://myanimelist.net/manga/152083,https://anilist.co/manga/154775,https://www.mangaupdates.com/series/x371it9
MLbxfsAs,Dead Mansion,Reading,,30,2025-14-06,"Dead Mansion,Juvenile Law,Sonyeonbeopchik,Laws of the good child,소년법칙,As Regras De Um Bom Garoto,Laws of the Good Child,Boy Law,กฎเหล็กบ้านสายลับ,少年法則",https://myanimelist.net/manga/172225,https://anilist.co/manga/181996,https://www.mangaupdates.com/series/7rgdll0
HlkBeQ4o,The Game That I Came From,Reading,,167,2025-14-06,"I Back From a Game,I Came From the Game,ふりだしから始まる覚醒者,我来自游戏,어웨이크닝: 회귀 플레이어,Wo Laizi Youxi,Ultimate Rogue's Awakening,Ultimate Rogue's Awakening ,Back from Heaven,Return of the Game Master,The Game That I Come From,Tôi đến từ thế giới trò chơi",,https://anilist.co/manga/133070,https://www.mangaupdates.com/series/179640
9IUXS185,The Constellations Are My Disciples,Reading,,67,2025-14-06,"성좌들이 내 제자,Les Saints sont mes Disciples,Meus Discípulos são Constelações,ลูกศิษย์ข้าเป็นกลุ่มดาว,圣座们是我的弟子,聖座都是我徒弟,星座たちが俺の教え子,Chòm Sao Là Đệ Tử Của Tôi",https://myanimelist.net/manga/156892,https://anilist.co/manga/163448,https://www.mangaupdates.com/series/4v7jbit
oZaGC5NM,Isekai de Slow Life wo (Ganbou),Reading,,45,2025-15-06,"異世界でスローライフを（願望）,在異世界過慢生活（願望）,Размеренной жизни бы в ином мире (мечта),Slow Life In Another World (I Wish!),Tôi có một cuộc sống bình yên ở thế giới khác (Tôi ước là thế),Vida lenta em outro mundo (Eu espero!),I Have a Slow Life in a Different World (I Wish),(想要）在异世界过慢生活,I Have a Slow Life Living in Different World (I Wish),I Have a Slow Living in Different World (I Wish),Isekai de Slow Life o (Ganbou)",https://myanimelist.net/manga/123959,https://anilist.co/manga/115455,https://www.mangaupdates.com/series/160095
CDh5G55C,Ao no Hako,Reading,,181,2025-15-06,"アオのハコ,Голубая шкатулка,Kahong Bughaw,الصندوق الأزرق,Blue Box,निलो बाकस,La caja azul.,Mavi Kutu,الصندوق الأزرق,กล่องรักวัยใส,푸른 상자,蓝箱,La caja azul,Блакитна скринька,Көк қорап,La caja azul,Kutxa Urdina,Niebieskie pudełko,La caja azul.,กล่องรักวัยใส,푸른 상자",https://myanimelist.net/manga/135545,https://anilist.co/manga/132182,https://www.mangaupdates.com/series/170876
